"X..ve.word.count.","X..ve.word.count..1","X.overall.polarity.","X.times.change.in.pol.","X.largest...cont.","X.largest...cont..1","X.capital.letters.","X.punctuation.","emoji_count","laughter_exp_count"
0,0,0,0,0,0,18,0,36,0
0,0,0,0,0,0,2,0,22,0
0,0,0,0,0,0,5,0,14,0
2,0,4,0,2,0,4,3,18,0
0,0,0,0,0,0,1,0,10,0
0,0,0,0,0,0,10,0,22,0
0,0,0,0,0,0,3,0,15,0
0,1,-1,0,0,1,1,0,3,0
1,0,1,0,1,0,6,0,15,0
3,1,3,1,3,1,4,1,11,0
0,0,0,0,0,0,7,0,18,0
0,0,0,0,0,0,4,0,18,0
2,0,3,0,2,0,9,0,20,0
1,0,1,0,1,0,9,0,18,0
0,0,0,0,0,0,12,0,19,0
0,0,0,0,0,0,13,1,22,0
0,0,0,0,0,0,2,0,22,0
0,0,0,0,0,0,2,1,10,0
0,0,0,0,0,0,3,0,19,0
0,0,0,0,0,0,3,0,23,0
0,0,0,0,0,0,1,0,13,0
0,0,0,0,0,0,6,0,22,0
0,0,0,0,0,0,5,0,22,0
0,1,-1,0,0,1,16,1,32,0
0,0,0,0,0,0,5,0,11,0
0,0,0,0,0,0,6,0,23,0
0,0,0,0,0,0,13,0,21,0
1,0,2,0,1,0,6,0,24,0
0,0,0,0,0,0,19,0,48,0
0,0,0,0,0,0,3,0,12,0
0,0,0,0,0,0,4,0,16,0
0,3,-3,0,0,3,12,1,14,0
0,0,0,0,0,0,15,0,23,0
1,0,2,0,1,0,1,0,14,0
0,0,0,0,0,0,4,0,17,0
0,0,0,0,0,0,10,0,18,0
3,0,3,0,3,0,7,0,15,0
0,0,0,0,0,0,9,1,25,0
0,1,-1,0,0,1,13,0,26,0
0,0,0,0,0,0,14,2,23,0
0,0,0,0,0,0,5,0,15,0
1,0,2,0,1,0,2,0,16,0
0,0,0,0,0,0,6,0,24,0
1,0,2,0,1,0,20,1,33,0
0,0,0,0,0,0,11,0,17,0
1,0,1,0,1,0,5,1,25,0
0,0,0,0,0,0,6,0,18,0
0,2,-2,0,0,2,13,1,8,0
0,0,0,0,0,0,9,0,17,0
0,0,0,0,0,0,19,0,30,0
0,0,0,0,0,0,9,0,26,0
